domain1,domain2,interdomain,signal,class1,class2,GT,GT_ratio_order,pred_root_majority,acc_root_majority,pred_root_ttest,acc_root_ttest,pred_root_ttest_majority,acc_root_ttest_majority
creative_work,creative_work,False,coqex,film,national dance,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,film,painting,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,film,patent,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,film,play,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,film,religious text,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,film,scientific paper,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,film,song,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,film,technological invention,1,2,1.0,1,0.0,0,1.0,1
creative_work,creative_work,False,coqex,film,video game,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,film,website,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,mobile app,animation feature film,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,national dance,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,patent,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,play,1,2,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,religious text,1,5,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,scientific paper,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,mobile app,song,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,mobile app,technological invention,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,mobile app,website,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,national dance,animation feature film,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,national dance,religious text,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,national dance,technological invention,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,national dance,website,-1,6,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,painting,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,painting,mobile app,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,painting,national dance,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,painting,patent,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,painting,play,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,painting,religious text,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,painting,scientific paper,-1,3,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,painting,song,-1,3,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,painting,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,painting,website,-1,4,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,patent,animation feature film,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,patent,national dance,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,patent,religious text,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,patent,scientific paper,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,patent,technological invention,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,patent,website,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,play,animation feature film,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,play,national dance,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,play,patent,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,play,religious text,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,play,scientific paper,-1,3,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,play,technological invention,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,play,website,-1,5,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,religious text,animation feature film,-1,2,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,religious text,technological invention,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,religious text,website,-1,7,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,scientific paper,animation feature film,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,scientific paper,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,scientific paper,religious text,1,6,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,scientific paper,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,scientific paper,website,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,song,animation feature film,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,song,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,song,patent,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,song,play,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,song,religious text,1,6,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,song,scientific paper,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,song,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,song,website,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,technological invention,website,-1,6,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,video game,animation feature film,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,video game,mobile app,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,coqex,video game,national dance,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,video game,painting,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,video game,patent,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,video game,play,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,video game,religious text,1,4,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,coqex,video game,scientific paper,-1,2,-1.0,1,0.0,0,-1.0,1
creative_work,creative_work,False,coqex,video game,song,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,coqex,video game,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,coqex,video game,website,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,technological invention,1,1,-1.0,0,0.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,animation feature film,website,-1,5,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,mobile app,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,national dance,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,painting,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,patent,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,play,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,religious text,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,scientific paper,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,song,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,video game,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,board game,website,-1,4,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,animation feature film,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,board game,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,mobile app,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,painting,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,patent,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,play,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,religious text,1,6,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,scientific paper,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,song,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,video game,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,book,website,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,board game,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,book,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,mobile app,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,national dance,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,painting,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,patent,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,play,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,religious text,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,scientific paper,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,song,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,video game,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,film,website,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,animation feature film,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,national dance,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,patent,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,play,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,religious text,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,scientific paper,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,song,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,technological invention,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,mobile app,website,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,animation feature film,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,religious text,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,technological invention,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,national dance,website,-1,6,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,mobile app,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,national dance,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,patent,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,play,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,religious text,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,scientific paper,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,song,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,painting,website,-1,4,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,animation feature film,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,national dance,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,religious text,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,scientific paper,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,technological invention,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,patent,website,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,animation feature film,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,national dance,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,patent,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,religious text,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,scientific paper,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,technological invention,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,play,website,-1,5,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,animation feature film,-1,2,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,technological invention,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,religious text,website,-1,7,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,animation feature film,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,religious text,1,6,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,scientific paper,website,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,animation feature film,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,patent,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,play,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,religious text,1,6,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,scientific paper,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,song,website,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,technological invention,website,-1,6,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,mobile app,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,national dance,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,painting,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,patent,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,play,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,religious text,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,scientific paper,-1,2,-1.0,1,-1.0,1,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,song,-1,2,-1.0,1,-1.0,1,1.0,0
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,gpt3_few_shot_cardinality,video game,website,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,animation feature film,technological invention,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,animation feature film,website,-1,5,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,board game,animation feature film,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,board game,mobile app,-1,2,0.0,0,1.0,0,-1.0,1
creative_work,creative_work,False,wikidata,board game,national dance,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,board game,painting,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,board game,patent,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,board game,play,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,board game,religious text,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,board game,scientific paper,-1,3,-1.0,1,-1.0,1,1.0,0
creative_work,creative_work,False,wikidata,board game,song,-1,3,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,board game,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,board game,video game,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,board game,website,-1,4,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,book,animation feature film,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,board game,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,mobile app,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,national dance,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,painting,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,book,patent,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,play,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,religious text,1,6,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,scientific paper,1,0,0.0,0,-1.0,0,1.0,1
creative_work,creative_work,False,wikidata,book,song,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,book,technological invention,1,5,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,video game,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,book,website,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,film,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,board game,1,0,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,book,-1,2,0.0,0,-1.0,1,1.0,0
creative_work,creative_work,False,wikidata,film,mobile app,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,film,national dance,1,3,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,painting,1,0,-1.0,0,-1.0,0,1.0,1
creative_work,creative_work,False,wikidata,film,patent,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,film,play,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,religious text,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,scientific paper,-1,2,0.0,0,-1.0,1,1.0,0
creative_work,creative_work,False,wikidata,film,song,-1,2,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,film,technological invention,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,film,video game,-1,0,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,film,website,-1,3,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,mobile app,animation feature film,1,3,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,mobile app,national dance,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,mobile app,patent,1,0,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,mobile app,play,1,2,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,mobile app,religious text,1,5,-1.0,0,-1.0,0,1.0,1
creative_work,creative_work,False,wikidata,mobile app,scientific paper,-1,1,-1.0,1,-1.0,1,1.0,0
creative_work,creative_work,False,wikidata,mobile app,song,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,mobile app,technological invention,1,4,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,mobile app,website,-1,2,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,national dance,animation feature film,-1,1,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,national dance,religious text,1,1,-1.0,0,-1.0,0,-1.0,0
creative_work,creative_work,False,wikidata,national dance,technological invention,-1,0,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,national dance,website,-1,6,-1.0,1,-1.0,1,-1.0,1
creative_work,creative_work,False,wikidata,painting,animation feature film,1,1,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,painting,mobile app,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,painting,national dance,1,2,1.0,1,1.0,1,1.0,1
creative_work,creative_work,False,wikidata,painting,patent,-1,1,1.0,0,1.0,0,1.0,0
creative_work,creative_work,False,wikidata,painting,play,1,0,1.0,1,1.0,1,1.0,1
